timestamp,store_id,product_id,sales,demand_proxy,stock_on_hand,is_stockout,temperature,price,competitor_price,is_promo,hour,day_of_week,month,date,year,quarter,week,weekday_name,month_name,price_diff,stockout_label,promo_label
2025-01-01 21:00:00,1,101,0,8.904761904761905,0,1,-1.8385964321806063,45.0,42.71818915532148,0,21,2,1,20250101,2025,1,1,Wednesday,January,2.2818108446785175,Stock-out,No promo
2025-01-01 22:00:00,1,101,0,8.5,0,1,-11.151846186695806,40.0,41.47560098456277,0,22,2,1,20250101,2025,1,1,Wednesday,January,-1.4756009845627673,Stock-out,No promo
2025-01-01 23:00:00,1,101,0,8.130434782608695,0,1,-0.5508530427173728,38.25,43.26004922179863,1,23,2,1,20250101,2025,1,1,Wednesday,January,-5.010049221798631,Stock-out,Promo
2025-01-02 00:00:00,1,101,0,7.791666666666667,0,1,-4.76501413732231,40.0,40.0,0,0,3,1,20250102,2025,1,1,Thursday,January,0.0,Stock-out,No promo
2025-01-02 01:00:00,1,101,0,7.458333333333333,0,1,-9.01741283817505,40.0,36.04832192615933,0,1,3,1,20250102,2025,1,1,Thursday,January,3.951678073840668,Stock-out,No promo
2025-01-02 02:00:00,1,101,0,7.166666666666667,0,1,-5.273090235975125,40.0,40.130013099152414,0,2,3,1,20250102,2025,1,1,Thursday,January,-0.1300130991524142,Stock-out,No promo
2025-01-02 03:00:00,1,101,0,7.166666666666667,0,1,3.090352029210256,40.0,40.29812895831359,0,3,3,1,20250102,2025,1,1,Thursday,January,-0.29812895831359043,Stock-out,No promo
2025-01-02 04:00:00,1,101,1,1.0,120,0,-3.5027184170903114,40.0,40.0,0,4,3,1,20250102,2025,1,1,Thursday,January,0.0,In stock,No promo
2025-01-02 05:00:00,1,101,3,3.0,119,0,-5.500768105315758,40.0,40.86539216102764,0,5,3,1,20250102,2025,1,1,Thursday,January,-0.8653921610276427,In stock,No promo
2025-01-02 06:00:00,1,101,8,8.0,116,0,-1.3178495638015892,45.0,38.632765910333646,0,6,3,1,20250102,2025,1,1,Thursday,January,6.367234089666354,In stock,No promo
2025-01-02 07:00:00,1,101,8,8.0,108,0,1.0931112462813508,45.0,45.0,0,7,3,1,20250102,2025,1,1,Thursday,January,0.0,In stock,No promo
2025-01-02 08:00:00,1,101,13,13.0,100,0,-0.4565105001736682,40.0,40.0,0,8,3,1,20250102,2025,1,1,Thursday,January,0.0,In stock,No promo
2025-01-02 09:00:00,1,101,12,12.0,87,0,0.4155000868737304,40.0,42.010249705479126,0,9,3,1,20250102,2025,1,1,Thursday,January,-2.0102497054791257,In stock,No promo
2025-01-02 10:00:00,1,101,11,11.0,75,0,5.511194547932249,45.0,42.31405289329987,0,10,3,1,20250102,2025,1,1,Thursday,January,2.6859471067001266,In stock,No promo
2025-01-02 11:00:00,1,101,11,11.0,64,0,5.042365108177628,40.0,38.64662941209692,0,11,3,1,20250102,2025,1,1,Thursday,January,1.353370587903079,In stock,No promo
2025-01-02 12:00:00,1,101,20,20.0,53,0,3.079720074513112,38.0,43.43006743366182,0,12,3,1,20250102,2025,1,1,Thursday,January,-5.430067433661819,In stock,No promo
2025-01-02 13:00:00,1,101,11,11.0,33,0,2.7854977603782,45.0,39.78532205900776,0,13,3,1,20250102,2025,1,1,Thursday,January,5.214677940992239,In stock,No promo
2025-01-02 14:00:00,1,101,22,22.0,22,0,2.924390373397772,34.0,34.0,1,14,3,1,20250102,2025,1,1,Thursday,January,0.0,In stock,Promo
2025-01-02 15:00:00,1,101,0,5.0,0,1,0.8393674792775885,40.0,39.92813759799126,0,15,3,1,20250102,2025,1,1,Thursday,January,0.07186240200874039,Stock-out,No promo
2025-01-02 16:00:00,1,101,0,5.0,0,1,1.069085913557962,40.0,40.30605162495415,0,16,3,1,20250102,2025,1,1,Thursday,January,-0.3060516249541507,Stock-out,No promo
2025-01-02 17:00:00,1,101,0,5.0,0,1,0.4709695429238579,40.0,36.98350226331757,0,17,3,1,20250102,2025,1,1,Thursday,January,3.0164977366824317,Stock-out,No promo
2025-01-02 18:00:00,1,101,0,5.0,0,1,2.7863064744983057,40.0,39.54866603101884,0,18,3,1,20250102,2025,1,1,Thursday,January,0.4513339689811602,Stock-out,No promo
2025-01-02 19:00:00,1,101,0,5.0,0,1,-4.857072969698686,45.0,46.02742798755386,0,19,3,1,20250102,2025,1,1,Thursday,January,-1.0274279875538568,Stock-out,No promo
2025-01-02 20:00:00,1,101,0,5.0,0,1,-0.5555065604898073,40.0,43.26251234194344,0,20,3,1,20250102,2025,1,1,Thursday,January,-3.2625123419434416,Stock-out,No promo
2025-01-02 21:00:00,1,101,0,5.0,0,1,0.4479559456704742,45.0,38.82651350229874,0,21,3,1,20250102,2025,1,1,Thursday,January,6.173486497701262,Stock-out,No promo
2025-01-02 22:00:00,1,101,0,5.0,0,1,-6.511941680263631,45.0,43.71887224303512,0,22,3,1,20250102,2025,1,1,Thursday,January,1.281127756964878,Stock-out,No promo
2025-01-02 23:00:00,1,101,0,5.0,0,1,-4.30433433727788,40.0,40.0,0,23,3,1,20250102,2025,1,1,Thursday,January,0.0,Stock-out,No promo
2025-01-03 00:00:00,1,101,0,5.0,0,1,-4.301957016297845,40.0,39.58507328730047,0,0,4,1,20250103,2025,1,1,Friday,January,0.41492671269953263,Stock-out,No promo
2025-01-03 01:00:00,1,101,0,5.0,0,1,-5.200687462104757,38.25,39.871165671807255,1,1,4,1,20250103,2025,1,1,Friday,January,-1.6211656718072547,Stock-out,Promo
2025-01-03 02:00:00,1,101,0,5.0,0,1,-5.591256218671842,40.0,40.61454287913559,0,2,4,1,20250103,2025,1,1,Friday,January,-0.6145428791355911,Stock-out,No promo
2025-01-03 03:00:00,1,101,0,5.0,0,1,-6.259229781916019,40.0,39.14310038333576,0,3,4,1,20250103,2025,1,1,Friday,January,0.8568996166642435,Stock-out,No promo
2025-01-03 04:00:00,1,101,2,2.0,60,0,-8.461601325535012,45.0,40.28628965571507,0,4,4,1,20250103,2025,1,1,Friday,January,4.713710344284927,In stock,No promo
2025-01-03 05:00:00,1,101,6,6.0,58,0,-0.531374042496864,45.0,45.0,0,5,4,1,20250103,2025,1,1,Friday,January,0.0,In stock,No promo
2025-01-03 06:00:00,1,101,10,10.0,52,0,-9.112785500011784,40.0,40.43096714950825,0,6,4,1,20250103,2025,1,1,Friday,January,-0.4309671495082483,In stock,No promo
2025-01-03 07:00:00,1,101,6,6.0,42,0,1.3780856143147762,40.0,36.710193980331816,0,7,4,1,20250103,2025,1,1,Friday,January,3.289806019668184,In stock,No promo
2025-01-03 08:00:00,1,101,20,20.0,36,0,3.3557538893842915,40.0,42.07714187742439,0,8,4,1,20250103,2025,1,1,Friday,January,-2.0771418774243884,In stock,No promo
2025-01-03 09:00:00,1,101,12,12.0,16,0,-0.6853846673254762,40.0,44.06544688719407,0,9,4,1,20250103,2025,1,1,Friday,January,-4.065446887194071,In stock,No promo
2025-01-03 10:00:00,1,101,4,4.0,4,0,3.9397178792068095,40.0,38.59227379251695,0,10,4,1,20250103,2025,1,1,Friday,January,1.4077262074830514,In stock,No promo
2025-01-03 11:00:00,1,101,0,5.166666666666667,0,1,4.7198983429600965,40.0,44.41706520317899,0,11,4,1,20250103,2025,1,1,Friday,January,-4.417065203178993,Stock-out,No promo
2025-01-03 12:00:00,1,101,0,4.708333333333333,0,1,4.85903236725337,40.0,39.61206537697876,0,12,4,1,20250103,2025,1,1,Friday,January,0.3879346230212377,Stock-out,No promo
2025-01-03 13:00:00,1,101,0,3.875,0,1,1.820945442339336,40.0,42.34937433142448,0,13,4,1,20250103,2025,1,1,Friday,January,-2.349374331424478,Stock-out,No promo
2025-01-03 14:00:00,1,101,0,3.4166666666666665,0,1,3.408410853913214,40.0,38.69024566149919,0,14,4,1,20250103,2025,1,1,Friday,January,1.3097543385008095,Stock-out,No promo
2025-01-03 15:00:00,1,101,0,2.5,0,1,2.4031697437308286,45.0,45.0,0,15,4,1,20250103,2025,1,1,Friday,January,0.0,Stock-out,No promo
2025-01-03 16:00:00,1,101,0,2.5,0,1,-0.950462022251019,40.0,34.98996436087582,0,16,4,1,20250103,2025,1,1,Friday,January,5.010035639124183,Stock-out,No promo
2025-01-03 17:00:00,1,101,0,2.5,0,1,-1.2125898494701874,40.0,46.01321826144064,0,17,4,1,20250103,2025,1,1,Friday,January,-6.013218261440642,Stock-out,No promo
2025-01-03 18:00:00,1,101,0,2.5,0,1,0.6917558002360917,40.0,42.88547278281922,0,18,4,1,20250103,2025,1,1,Friday,January,-2.885472782819221,Stock-out,No promo
2025-01-03 19:00:00,1,101,0,2.5,0,1,-3.317269987984187,40.0,42.40972801188424,0,19,4,1,20250103,2025,1,1,Friday,January,-2.4097280118842406,Stock-out,No promo
2025-01-03 20:00:00,1,101,0,2.5,0,1,-1.8048723699071776,40.0,39.41363022080383,0,20,4,1,20250103,2025,1,1,Friday,January,0.5863697791961684,Stock-out,No promo
2025-01-03 21:00:00,1,101,0,2.5,0,1,-3.523119363609047,40.0,42.20947407084981,0,21,4,1,20250103,2025,1,1,Friday,January,-2.209474070849808,Stock-out,No promo
2025-01-03 22:00:00,1,101,0,2.5,0,1,-4.981194619781236,34.0,34.21357085681154,1,22,4,1,20250103,2025,1,1,Friday,January,-0.2135708568115433,Stock-out,Promo
2025-01-03 23:00:00,1,101,0,2.5,0,1,-4.508691651218878,38.0,38.0,0,23,4,1,20250103,2025,1,1,Friday,January,0.0,Stock-out,No promo
2025-01-04 00:00:00,1,101,0,2.5,0,1,-4.100299678246962,38.25,43.56235878116714,1,0,5,1,20250104,2025,1,1,Saturday,January,-5.312358781167141,Stock-out,Promo
2025-01-04 01:00:00,1,101,0,2.5,0,1,-4.636034334701759,40.0,37.66244504065504,0,1,5,1,20250104,2025,1,1,Saturday,January,2.3375549593449634,Stock-out,No promo
2025-01-04 02:00:00,1,101,0,2.5,0,1,-3.959213656905032,40.0,39.74906969586391,0,2,5,1,20250104,2025,1,1,Saturday,January,0.25093030413609085,Stock-out,No promo
2025-01-04 03:00:00,1,101,0,2.5,0,1,-2.051191047514221,34.0,43.2220792793042,1,3,5,1,20250104,2025,1,1,Saturday,January,-9.222079279304197,Stock-out,Promo
2025-01-04 04:00:00,1,101,6,6.0,120,0,-3.3629887848562934,38.0,38.0,0,4,5,1,20250104,2025,1,1,Saturday,January,0.0,In stock,No promo
2025-01-04 05:00:00,1,101,11,11.0,114,0,-1.450328851195806,34.0,39.94406431077679,1,5,5,1,20250104,2025,1,1,Saturday,January,-5.944064310776788,In stock,Promo
2025-01-04 06:00:00,1,101,7,7.0,103,0,-1.4252229878736316,45.0,42.92479457871819,0,6,5,1,20250104,2025,1,1,Saturday,January,2.075205421281808,In stock,No promo
2025-01-04 07:00:00,1,101,16,16.0,96,0,1.121222183550333,38.0,41.340884299307206,0,7,5,1,20250104,2025,1,1,Saturday,January,-3.3408842993072057,In stock,No promo
2025-01-04 08:00:00,1,101,4,4.0,80,0,0.7672815113831628,45.0,35.10902810979076,0,8,5,1,20250104,2025,1,1,Saturday,January,9.890971890209237,In stock,No promo
2025-01-04 09:00:00,1,101,24,24.0,76,0,3.682159042945862,40.0,45.49277460192745,0,9,5,1,20250104,2025,1,1,Saturday,January,-5.492774601927451,In stock,No promo
2025-01-04 10:00:00,1,101,16,16.0,52,0,5.30493084885881,45.0,41.71461131727793,0,10,5,1,20250104,2025,1,1,Saturday,January,3.285388682722072,In stock,No promo
2025-01-04 11:00:00,1,101,20,20.0,36,0,-0.5552071834602832,40.0,42.183231687397466,0,11,5,1,20250104,2025,1,1,Saturday,January,-2.183231687397466,In stock,No promo
2025-01-04 12:00:00,1,101,16,16.0,16,0,6.563087314353629,40.0,39.10826540343498,0,12,5,1,20250104,2025,1,1,Saturday,January,0.8917345965650227,In stock,No promo
2025-01-04 13:00:00,1,101,0,5.0,0,1,5.892336785538571,45.0,41.59323359700489,0,13,5,1,20250104,2025,1,1,Saturday,January,3.4067664029951104,Stock-out,No promo
2025-01-04 14:00:00,1,101,0,5.0,0,1,0.5828774542060446,40.0,37.51816777365664,0,14,5,1,20250104,2025,1,1,Saturday,January,2.481832226343357,Stock-out,No promo
2025-01-04 15:00:00,1,101,0,5.0,0,1,7.883741286392752,40.0,42.20120394282739,0,15,5,1,20250104,2025,1,1,Saturday,January,-2.201203942827391,Stock-out,No promo
2025-01-04 16:00:00,1,101,0,5.0,0,1,1.6491517696856923,38.0,39.30534209950544,0,16,5,1,20250104,2025,1,1,Saturday,January,-1.3053420995054381,Stock-out,No promo
2025-01-04 17:00:00,1,101,0,5.0,0,1,1.410579575704685,40.0,38.36367706417632,0,17,5,1,20250104,2025,1,1,Saturday,January,1.636322935823678,Stock-out,No promo
2025-01-04 18:00:00,1,101,0,5.0,0,1,3.322217194447005,40.0,40.731180901858885,0,18,5,1,20250104,2025,1,1,Saturday,January,-0.7311809018588846,Stock-out,No promo
2025-01-04 19:00:00,1,101,0,5.0,0,1,-3.544396380358082,34.0,36.27392537665098,1,19,5,1,20250104,2025,1,1,Saturday,January,-2.273925376650979,Stock-out,Promo
2025-01-04 20:00:00,1,101,0,5.0,0,1,-5.7090438217081,38.0,44.27047261311122,0,20,5,1,20250104,2025,1,1,Saturday,January,-6.270472613111217,Stock-out,No promo
2025-01-04 21:00:00,1,101,0,5.0,0,1,-4.587107327811219,38.25,42.607073890410426,1,21,5,1,20250104,2025,1,1,Saturday,January,-4.357073890410426,Stock-out,Promo
2025-01-04 22:00:00,1,101,0,5.0,0,1,-3.968076505087542,40.0,38.71433471706258,0,22,5,1,20250104,2025,1,1,Saturday,January,1.2856652829374227,Stock-out,No promo
2025-01-04 23:00:00,1,101,0,5.0,0,1,-3.820612196471189,40.0,40.0,0,23,5,1,20250104,2025,1,1,Saturday,January,0.0,Stock-out,No promo
2025-01-05 00:00:00,1,101,0,5.0,0,1,-3.196806055485,34.0,41.70202691615595,1,0,6,1,20250105,2025,1,1,Sunday,January,-7.702026916155951,Stock-out,Promo
2025-01-05 01:00:00,1,101,0,5.0,0,1,-0.5738720548308063,45.0,44.20486554029959,0,1,6,1,20250105,2025,1,1,Sunday,January,0.7951344597004066,Stock-out,No promo
2025-01-05 02:00:00,1,101,0,5.0,0,1,-6.364405266207624,40.0,40.55407302673054,0,2,6,1,20250105,2025,1,1,Sunday,January,-0.554073026730542,Stock-out,No promo
2025-01-05 03:00:00,1,101,0,5.0,0,1,-6.8216135445000345,45.0,38.39791752145389,0,3,6,1,20250105,2025,1,1,Sunday,January,6.602082478546109,Stock-out,No promo
2025-01-05 04:00:00,1,101,3,3.0,120,0,-2.170498529567605,40.0,38.073567103736,0,4,6,1,20250105,2025,1,1,Sunday,January,1.9264328962639965,In stock,No promo
2025-01-05 05:00:00,1,101,6,6.0,117,0,-2.061505280755917,40.0,44.16826393163953,0,5,6,1,20250105,2025,1,1,Sunday,January,-4.16826393163953,In stock,No promo
2025-01-05 06:00:00,1,101,5,5.0,111,0,-1.143769078415597,45.0,38.16131075007734,0,6,6,1,20250105,2025,1,1,Sunday,January,6.838689249922659,In stock,No promo
2025-01-05 07:00:00,1,101,15,15.0,106,0,-3.341532757555388,40.0,41.209404883616834,0,7,6,1,20250105,2025,1,1,Sunday,January,-1.209404883616834,In stock,No promo
2025-01-05 08:00:00,1,101,5,5.0,91,0,2.716782436521925,40.0,40.63528185737894,0,8,6,1,20250105,2025,1,1,Sunday,January,-0.635281857378942,In stock,No promo
2025-01-05 09:00:00,1,101,17,17.0,86,0,3.501102754912159,38.0,41.136706013393,0,9,6,1,20250105,2025,1,1,Sunday,January,-3.1367060133930025,In stock,No promo
2025-01-05 10:00:00,1,101,9,9.0,69,0,1.786206945378371,40.0,44.08385392469347,0,10,6,1,20250105,2025,1,1,Sunday,January,-4.0838539246934715,In stock,No promo
2025-01-05 11:00:00,1,101,28,28.0,60,0,9.69225503533124,38.0,44.4127226157695,0,11,6,1,20250105,2025,1,1,Sunday,January,-6.412722615769503,In stock,No promo
2025-01-05 12:00:00,1,101,13,13.0,32,0,0.0690259557158428,45.0,37.90700149618026,0,12,6,1,20250105,2025,1,1,Sunday,January,7.092998503819743,In stock,No promo
2025-01-05 13:00:00,1,101,12,12.0,19,0,5.452256573154775,40.0,35.681026712576966,0,13,6,1,20250105,2025,1,1,Sunday,January,4.318973287423034,In stock,No promo
2025-01-05 14:00:00,1,101,7,7.0,7,0,1.0530985209916506,45.0,43.98433587299757,0,14,6,1,20250105,2025,1,1,Sunday,January,1.015664127002431,In stock,No promo
2025-01-05 15:00:00,1,101,0,5.0,0,1,-0.2783614571881481,45.0,37.28984536985289,0,15,6,1,20250105,2025,1,1,Sunday,January,7.710154630147109,Stock-out,No promo
2025-01-05 16:00:00,1,101,0,5.0,0,1,-1.8940357272260824,40.0,37.78069079681463,0,16,6,1,20250105,2025,1,1,Sunday,January,2.219309203185368,Stock-out,No promo
2025-01-05 17:00:00,1,101,0,5.0,0,1,2.6484332905241343,45.0,44.747300417994296,0,17,6,1,20250105,2025,1,1,Sunday,January,0.25269958200570386,Stock-out,No promo
2025-01-05 18:00:00,1,101,0,5.0,0,1,-2.48568126208487,40.0,43.743154458021095,0,18,6,1,20250105,2025,1,1,Sunday,January,-3.7431544580210954,Stock-out,No promo
2025-01-05 19:00:00,1,101,0,5.0,0,1,-3.212334301954624,40.0,40.0,0,19,6,1,20250105,2025,1,1,Sunday,January,0.0,Stock-out,No promo
2025-01-05 20:00:00,1,101,0,5.0,0,1,-3.97600835867372,40.0,38.33235015371235,0,20,6,1,20250105,2025,1,1,Sunday,January,1.6676498462876523,Stock-out,No promo
2025-01-05 21:00:00,1,101,0,5.0,0,1,-2.722617087869377,38.0,41.17229037295744,0,21,6,1,20250105,2025,1,1,Sunday,January,-3.172290372957441,Stock-out,No promo
2025-01-05 22:00:00,1,101,0,5.0,0,1,-1.483971559087069,40.0,35.54999553070448,0,22,6,1,20250105,2025,1,1,Sunday,January,4.450004469295521,Stock-out,No promo
2025-01-05 23:00:00,1,101,0,5.0,0,1,-3.9365225874663623,34.0,34.0,1,23,6,1,20250105,2025,1,1,Sunday,January,0.0,Stock-out,Promo
2025-01-06 00:00:00,1,101,0,5.0,0,1,-1.761227992960836,40.0,40.50673959150451,0,0,0,1,20250106,2025,1,2,Monday,January,-0.5067395915045125,Stock-out,No promo
2025-01-06 01:00:00,1,101,0,5.0,0,1,-1.3707240763140387,40.0,40.95559510883991,0,1,0,1,20250106,2025,1,2,Monday,January,-0.9555951088399084,Stock-out,No promo
2025-01-06 02:00:00,1,101,0,5.0,0,1,-5.411060697888526,38.0,38.0,0,2,0,1,20250106,2025,1,2,Monday,January,0.0,Stock-out,No promo
2025-01-06 03:00:00,1,101,0,5.0,0,1,-2.876997530987176,40.0,40.9792839571515,0,3,0,1,20250106,2025,1,2,Monday,January,-0.9792839571515017,Stock-out,No promo
2025-01-06 04:00:00,1,101,2,2.0,120,0,-0.6236928135793005,40.0,38.311149294906365,0,4,0,1,20250106,2025,1,2,Monday,January,1.6888507050936354,In stock,No promo
2025-01-06 05:00:00,1,101,9,9.0,118,0,-0.0105780900959882,40.0,46.83730994703095,0,5,0,1,20250106,2025,1,2,Monday,January,-6.837309947030953,In stock,No promo
2025-01-06 06:00:00,1,101,5,5.0,109,0,-0.5294718025911127,38.0,38.0,0,6,0,1,20250106,2025,1,2,Monday,January,0.0,In stock,No promo
2025-01-06 07:00:00,1,101,12,12.0,104,0,4.151889146723991,40.0,43.61835117006048,0,7,0,1,20250106,2025,1,2,Monday,January,-3.6183511700604782,In stock,No promo
2025-01-06 08:00:00,1,101,8,8.0,92,0,0.6195588994129533,40.0,40.73561483922269,0,8,0,1,20250106,2025,1,2,Monday,January,-0.7356148392226913,In stock,No promo
2025-01-06 09:00:00,1,101,17,17.0,84,0,1.5054120980716472,40.0,39.09457496432373,0,9,0,1,20250106,2025,1,2,Monday,January,0.9054250356762665,In stock,No promo
2025-01-06 10:00:00,1,101,12,12.0,67,0,3.591488745135312,40.0,37.42057752452431,0,10,0,1,20250106,2025,1,2,Monday,January,2.5794224754756883,In stock,No promo
2025-01-06 11:00:00,1,101,16,16.0,55,0,2.683811618043013,40.0,40.42480279922489,0,11,0,1,20250106,2025,1,2,Monday,January,-0.42480279922489217,In stock,No promo
2025-01-06 12:00:00,1,101,39,39.0,39,0,0.7368720187904145,40.0,43.13117667604477,0,12,0,1,20250106,2025,1,2,Monday,January,-3.131176676044767,In stock,No promo
2025-01-06 13:00:00,1,101,0,5.791666666666667,0,1,5.834617595666046,40.0,39.82715320577174,0,13,0,1,20250106,2025,1,2,Monday,January,0.17284679422826343,Stock-out,No promo
2025-01-06 14:00:00,1,101,0,5.291666666666667,0,1,2.80580905448936,40.0,39.71646618921542,0,14,0,1,20250106,2025,1,2,Monday,January,0.28353381078458284,Stock-out,No promo
2025-01-06 15:00:00,1,101,0,5.0,0,1,4.526594905730057,40.0,39.76409232393503,0,15,0,1,20250106,2025,1,2,Monday,January,0.23590767606496854,Stock-out,No promo
2025-01-06 16:00:00,1,101,0,5.0,0,1,4.254533518748823,40.0,45.04683291881193,0,16,0,1,20250106,2025,1,2,Monday,January,-5.04683291881193,Stock-out,No promo
2025-01-06 17:00:00,1,101,0,5.0,0,1,-2.70087001594206,40.0,39.72810891353866,0,17,0,1,20250106,2025,1,2,Monday,January,0.27189108646133775,Stock-out,No promo
2025-01-06 18:00:00,1,101,0,5.0,0,1,0.7018694446824014,34.0,38.6225007075283,1,18,0,1,20250106,2025,1,2,Monday,January,-4.622500707528303,Stock-out,Promo
2025-01-06 19:00:00,1,101,0,5.0,0,1,-2.9198444546120967,45.0,35.091672287047345,0,19,0,1,20250106,2025,1,2,Monday,January,9.908327712952655,Stock-out,No promo
2025-01-06 20:00:00,1,101,0,5.0,0,1,-2.022724108836742,40.0,40.71421981673037,0,20,0,1,20250106,2025,1,2,Monday,January,-0.7142198167303704,Stock-out,No promo
2025-01-06 21:00:00,1,101,0,5.0,0,1,-1.9411750274033424,34.0,47.51581080437209,1,21,0,1,20250106,2025,1,2,Monday,January,-13.515810804372087,Stock-out,Promo
2025-01-06 22:00:00,1,101,0,5.0,0,1,-5.9106935151200695,40.0,40.0,0,22,0,1,20250106,2025,1,2,Monday,January,0.0,Stock-out,No promo
2025-01-06 23:00:00,1,101,0,5.0,0,1,-6.952003935208558,40.0,42.92261638866038,0,23,0,1,20250106,2025,1,2,Monday,January,-2.92261638866038,Stock-out,No promo
2025-01-07 00:00:00,1,101,0,5.0,0,1,-4.656269062637643,45.0,44.41486119782529,0,0,1,1,20250107,2025,1,2,Tuesday,January,0.5851388021747113,Stock-out,No promo
2025-01-07 01:00:00,1,101,0,5.0,0,1,-5.307777011196863,38.0,38.058052407618064,0,1,1,1,20250107,2025,1,2,Tuesday,January,-0.05805240761806374,Stock-out,No promo
2025-01-07 02:00:00,1,101,0,5.0,0,1,-5.408713589216668,40.0,40.76729091467861,0,2,1,1,20250107,2025,1,2,Tuesday,January,-0.7672909146786111,Stock-out,No promo
2025-01-07 03:00:00,1,101,0,5.0,0,1,-2.6669755682365754,40.0,38.19471836381968,0,3,1,1,20250107,2025,1,2,Tuesday,January,1.8052816361803181,Stock-out,No promo
2025-01-07 04:00:00,1,101,7,7.0,60,0,-3.050223568930184,45.0,45.0,0,4,1,1,20250107,2025,1,2,Tuesday,January,0.0,In stock,No promo
2025-01-07 05:00:00,1,101,5,5.0,53,0,-0.503017549116809,40.0,42.350953652270135,0,5,1,1,20250107,2025,1,2,Tuesday,January,-2.3509536522701353,In stock,No promo
2025-01-07 06:00:00,1,101,16,16.0,48,0,0.9237415031242786,40.0,47.50675707778252,0,6,1,1,20250107,2025,1,2,Tuesday,January,-7.506757077782517,In stock,No promo
